id,namespace,path,description_id,class,max_stack,max_damage,tags,producer_recipes,consumer_recipes,resource_references
"minecraft:polished_tuff_wall","minecraft","polished_tuff_wall","block.minecraft.polished_tuff_wall","net.minecraft.world.item.BlockItem","64","0","minecraft:walls","3","0","5"
"minecraft:popped_chorus_fruit","minecraft","popped_chorus_fruit","item.minecraft.popped_chorus_fruit","net.minecraft.world.item.Item","64","0","","1","2","6"
"minecraft:poppy","minecraft","poppy","block.minecraft.poppy","net.minecraft.world.item.BlockItem","64","0","c:animal_foods|minecraft:bee_food|minecraft:flowers|minecraft:small_flowers","1","7","23"
"minecraft:porkchop","minecraft","porkchop","item.minecraft.porkchop","net.minecraft.world.item.Item","64","0","c:animal_foods|c:foods|c:foods/raw_meat|c:foods/raw_meats|c:foods/raw_pork|c:rawmeats|enchanted:raw_foods|minecraft:meat|minecraft:piglin_food|minecraft:wolf_food|occultism:demonic_partner_food|occultism:drop_from/possessed_zombie_piglin|werewolves:raw_food|werewolves:werewolf_food","1","17","33"
"minecraft:potato","minecraft","potato","item.minecraft.potato","net.minecraft.world.item.ItemNameBlockItem","64","0","c:animal_foods|c:crops|c:crops/potato|c:foods|c:foods/vegetable|c:foods/vegetables|enchanted:raw_foods|minecraft:pig_food|minecraft:villager_plantable_seeds","3","28","44"
"minecraft:potion","minecraft","potion","item.minecraft.potion","net.minecraft.world.item.PotionItem","1","0","c:drink_containing/bottle|c:drinks|c:drinks/magic|c:drinks/watery|c:potions|c:potions/bottle|kaleidoscope_tavern:cocktail_ingredient|kaleidoscope_tavern:cocktail_ingredient_white","0","17","74"
"minecraft:powder_snow_bucket","minecraft","powder_snow_bucket","item.minecraft.powder_snow_bucket","net.minecraft.world.item.SolidBucketItem","1","0","c:buckets|c:buckets/powder_snow","0","0","1"
"minecraft:powered_rail","minecraft","powered_rail","block.minecraft.powered_rail","net.minecraft.world.item.BlockItem","64","0","minecraft:rails","1","0","6"
"minecraft:prismarine","minecraft","prismarine","block.minecraft.prismarine","net.minecraft.world.item.BlockItem","64","0","","2","7","22"
"minecraft:prismarine_brick_slab","minecraft","prismarine_brick_slab","block.minecraft.prismarine_brick_slab","net.minecraft.world.item.BlockItem","64","0","minecraft:slabs","2","0","6"
"minecraft:prismarine_brick_stairs","minecraft","prismarine_brick_stairs","block.minecraft.prismarine_brick_stairs","net.minecraft.world.item.BlockItem","64","0","minecraft:stairs","2","0","6"
"minecraft:prismarine_bricks","minecraft","prismarine_bricks","block.minecraft.prismarine_bricks","net.minecraft.world.item.BlockItem","64","0","","1","5","15"
"minecraft:prismarine_crystals","minecraft","prismarine_crystals","item.minecraft.prismarine_crystals","net.minecraft.world.item.Item","64","0","c:gems|c:gems/prismarine|malum:prospectors_treasure|occultism:drop_from/possessed_elder_guardian|occultism:drop_from/possessed_guardian|occultism:drop_from/wild_horde_drowned","3","14","25"
"minecraft:prismarine_shard","minecraft","prismarine_shard","item.minecraft.prismarine_shard","net.minecraft.world.item.Item","64","0","occultism:drop_from/possessed_elder_guardian|occultism:drop_from/possessed_guardian|occultism:drop_from/wild_horde_drowned","3","7","28"
"minecraft:prismarine_slab","minecraft","prismarine_slab","block.minecraft.prismarine_slab","net.minecraft.world.item.BlockItem","64","0","minecraft:slabs","2","0","6"
"minecraft:prismarine_stairs","minecraft","prismarine_stairs","block.minecraft.prismarine_stairs","net.minecraft.world.item.BlockItem","64","0","minecraft:stairs","2","0","6"
"minecraft:prismarine_wall","minecraft","prismarine_wall","block.minecraft.prismarine_wall","net.minecraft.world.item.BlockItem","64","0","minecraft:walls","2","0","4"
"minecraft:prize_pottery_sherd","minecraft","prize_pottery_sherd","item.minecraft.prize_pottery_sherd","net.minecraft.world.item.Item","64","0","minecraft:decorated_pot_ingredients|minecraft:decorated_pot_sherds|occultism:drop_from/wild_horde_husk","0","0","5"
"minecraft:pufferfish","minecraft","pufferfish","item.minecraft.pufferfish","net.minecraft.world.item.Item","64","0","c:foods|c:foods/food_poisoning|c:foods/raw_fish|c:foods/raw_fishes|minecraft:fishes|occultism:drop_from/possessed_elder_guardian|werewolves:raw_fish|werewolves:raw_food|werewolves:werewolf_food","0","2","17"
"minecraft:pufferfish_bucket","minecraft","pufferfish_bucket","item.minecraft.pufferfish_bucket","net.minecraft.world.item.MobBucketItem","1","0","c:buckets|c:buckets/entity_water","0","0","2"
"minecraft:pufferfish_spawn_egg","minecraft","pufferfish_spawn_egg","item.minecraft.pufferfish_spawn_egg","net.minecraft.world.item.SpawnEggItem","64","0","occultism:random_spawn_from/water","0","0","1"
"minecraft:pumpkin","minecraft","pumpkin","block.minecraft.pumpkin","net.minecraft.world.item.BlockItem","64","0","c:crops|c:crops/pumpkin|c:pumpkins|c:pumpkins/normal","2","6","22"
"minecraft:pumpkin_pie","minecraft","pumpkin_pie","item.minecraft.pumpkin_pie","net.minecraft.world.item.Item","64","0","c:foods|c:foods/pie|farmersdelight:pies|mca:gluten","3","3","11"
"minecraft:pumpkin_seeds","minecraft","pumpkin_seeds","item.minecraft.pumpkin_seeds","net.minecraft.world.item.ItemNameBlockItem","64","0","c:animal_foods|c:seeds|c:seeds/pumpkin|mca:plants|minecraft:chicken_food|minecraft:parrot_food","2","6","20"
"minecraft:purple_banner","minecraft","purple_banner","block.minecraft.purple_banner","net.minecraft.world.item.BannerItem","16","0","c:dyed|c:dyed/purple|minecraft:banners","1","1","5"
"minecraft:purple_bed","minecraft","purple_bed","block.minecraft.purple_bed","net.minecraft.world.item.BedItem","1","0","c:dyed|c:dyed/purple|minecraft:beds","2","18","21"
"minecraft:purple_candle","minecraft","purple_candle","block.minecraft.purple_candle","net.minecraft.world.item.BlockItem","64","0","c:dyed|c:dyed/purple|minecraft:candles|occultism:pentacle_materials","1","3","9"
"minecraft:purple_carpet","minecraft","purple_carpet","block.minecraft.purple_carpet","net.minecraft.world.item.BlockItem","64","0","c:dyed|c:dyed/purple|minecraft:dampens_vibrations|minecraft:wool_carpets","2","30","36"
"minecraft:purple_concrete","minecraft","purple_concrete","block.minecraft.purple_concrete","net.minecraft.world.item.BlockItem","64","0","c:concrete|c:concretes|c:dyed|c:dyed/purple","1","1","8"
"minecraft:purple_concrete_powder","minecraft","purple_concrete_powder","block.minecraft.purple_concrete_powder","net.minecraft.world.item.BlockItem","64","0","c:concrete_powder|c:concrete_powders|c:dyed|c:dyed/purple","1","0","8"
"minecraft:purple_dye","minecraft","purple_dye","item.minecraft.purple_dye","net.minecraft.world.item.DyeItem","64","0","c:dyes|c:dyes/purple","4","24","30"
"minecraft:purple_glazed_terracotta","minecraft","purple_glazed_terracotta","block.minecraft.purple_glazed_terracotta","net.minecraft.world.item.BlockItem","64","0","c:dyed|c:dyed/purple|c:glazed_terracotta|c:glazed_terracottas","1","2","10"
"minecraft:purple_shulker_box","minecraft","purple_shulker_box","block.minecraft.purple_shulker_box","net.minecraft.world.item.BlockItem","1","0","c:dyed|c:dyed/purple|c:shulker_boxes","0","0","3"
"minecraft:purple_stained_glass","minecraft","purple_stained_glass","block.minecraft.purple_stained_glass","net.minecraft.world.item.BlockItem","64","0","c:dyed|c:dyed/purple|c:glass_blocks|c:glass_blocks/cheap","1","11","8"
"minecraft:purple_stained_glass_pane","minecraft","purple_stained_glass_pane","block.minecraft.purple_stained_glass_pane","net.minecraft.world.item.BlockItem","64","0","c:dyed|c:dyed/purple|c:glass_panes|occultism:pentacle_materials","2","12","7"
"minecraft:purple_terracotta","minecraft","purple_terracotta","block.minecraft.purple_terracotta","net.minecraft.world.item.BlockItem","64","0","c:dyed|c:dyed/purple|immersiveengineering:connector_insulator|minecraft:terracotta","1","11","9"
"minecraft:purple_wool","minecraft","purple_wool","block.minecraft.purple_wool","net.minecraft.world.item.BlockItem","64","0","c:dyed|c:dyed/purple|minecraft:dampens_vibrations|minecraft:wool","1","41","35"
"minecraft:purpur_block","minecraft","purpur_block","block.minecraft.purpur_block","net.minecraft.world.item.BlockItem","64","0","","1","6","17"
"minecraft:purpur_pillar","minecraft","purpur_pillar","block.minecraft.purpur_pillar","net.minecraft.world.item.BlockItem","64","0","","2","2","7"
"minecraft:purpur_slab","minecraft","purpur_slab","block.minecraft.purpur_slab","net.minecraft.world.item.BlockItem","64","0","minecraft:slabs","2","1","6"
"minecraft:purpur_stairs","minecraft","purpur_stairs","block.minecraft.purpur_stairs","net.minecraft.world.item.BlockItem","64","0","minecraft:stairs","2","0","5"
"minecraft:quartz","minecraft","quartz","item.minecraft.quartz","net.minecraft.world.item.Item","64","0","c:gems|c:gems/quartz|malum:prospectors_treasure|minecraft:trim_materials","9","25","27"
"minecraft:quartz_block","minecraft","quartz_block","block.minecraft.quartz_block","net.minecraft.world.item.BlockItem","64","0","","1","15","34"
"minecraft:quartz_bricks","minecraft","quartz_bricks","block.minecraft.quartz_bricks","net.minecraft.world.item.BlockItem","64","0","","2","2","8"
"minecraft:quartz_pillar","minecraft","quartz_pillar","block.minecraft.quartz_pillar","net.minecraft.world.item.BlockItem","64","0","","2","2","10"
"minecraft:quartz_slab","minecraft","quartz_slab","block.minecraft.quartz_slab","net.minecraft.world.item.BlockItem","64","0","minecraft:slabs","2","1","7"
"minecraft:quartz_stairs","minecraft","quartz_stairs","block.minecraft.quartz_stairs","net.minecraft.world.item.BlockItem","64","0","minecraft:stairs","2","0","6"
"minecraft:rabbit","minecraft","rabbit","item.minecraft.rabbit","net.minecraft.world.item.Item","64","0","c:animal_foods|c:foods|c:foods/raw_meat|c:foods/raw_meats|c:rawmeats|enchanted:raw_foods|minecraft:meat|minecraft:wolf_food|occultism:demonic_partner_food|werewolves:raw_food|werewolves:werewolf_food","0","9","32"
"minecraft:rabbit_foot","minecraft","rabbit_foot","item.minecraft.rabbit_foot","net.minecraft.world.item.Item","64","0","","0","1","8"
"minecraft:rabbit_hide","minecraft","rabbit_hide","item.minecraft.rabbit_hide","net.minecraft.world.item.Item","64","0","malum:mob_drops|malum:soulwoven_pouch_efficient","0","1","7"
"minecraft:rabbit_spawn_egg","minecraft","rabbit_spawn_egg","item.minecraft.rabbit_spawn_egg","net.minecraft.world.item.SpawnEggItem","64","0","occultism:random_spawn_from/small","0","0","1"
"minecraft:rabbit_stew","minecraft","rabbit_stew","item.minecraft.rabbit_stew","net.minecraft.world.item.Item","16","0","c:foods|c:foods/soup|c:foods/soups|create:upright_on_belt|farmersdelight:meals","3","0","5"
"minecraft:rail","minecraft","rail","block.minecraft.rail","net.minecraft.world.item.BlockItem","64","0","minecraft:rails","1","0","9"
"minecraft:raiser_armor_trim_smithing_template","minecraft","raiser_armor_trim_smithing_template","item.minecraft.raiser_armor_trim_smithing_template","net.minecraft.world.item.SmithingTemplateItem","64","0","minecraft:trim_templates|occultism:drop_from/wild_horde_silverfish","1","1","10"
"minecraft:ravager_spawn_egg","minecraft","ravager_spawn_egg","item.minecraft.ravager_spawn_egg","net.minecraft.world.item.SpawnEggItem","64","0","","0","0","0"
"minecraft:raw_copper","minecraft","raw_copper","item.minecraft.raw_copper","net.minecraft.world.item.Item","64","0","c:raw_materials|c:raw_materials/copper|enchanted:witch_oven_blacklist|malum:prospectors_treasure|malum:void_soulstone_material","1","7","18"
"minecraft:raw_copper_block","minecraft","raw_copper_block","block.minecraft.raw_copper_block","net.minecraft.world.item.BlockItem","64","0","c:raw_blocks|c:raw_blocks/copper|c:storage_blocks|c:storage_blocks/raw_copper|malum:prospectors_treasure","2","2","11"
"minecraft:raw_gold","minecraft","raw_gold","item.minecraft.raw_gold","net.minecraft.world.item.Item","64","0","c:raw_materials|c:raw_materials/gold|enchanted:witch_oven_blacklist|malum:prospectors_treasure|malum:void_soulstone_material|minecraft:piglin_loved","1","6","26"
"minecraft:raw_gold_block","minecraft","raw_gold_block","block.minecraft.raw_gold_block","net.minecraft.world.item.BlockItem","64","0","c:raw_blocks|c:raw_blocks/gold|c:storage_blocks|c:storage_blocks/raw_gold|malum:prospectors_treasure|minecraft:piglin_loved","2","2","11"
"minecraft:raw_iron","minecraft","raw_iron","item.minecraft.raw_iron","net.minecraft.world.item.Item","64","0","c:raw_materials|c:raw_materials/iron|enchanted:witch_oven_blacklist|malum:prospectors_treasure|malum:void_soulstone_material","1","6","21"
"minecraft:raw_iron_block","minecraft","raw_iron_block","block.minecraft.raw_iron_block","net.minecraft.world.item.BlockItem","64","0","c:raw_blocks|c:raw_blocks/iron|c:storage_blocks|c:storage_blocks/raw_iron|malum:prospectors_treasure","2","2","11"
"minecraft:recovery_compass","minecraft","recovery_compass","item.minecraft.recovery_compass","net.minecraft.world.item.Item","64","0","immersiveengineering:toolbox/tools|minecraft:compasses","1","0","3"
"minecraft:red_banner","minecraft","red_banner","block.minecraft.red_banner","net.minecraft.world.item.BannerItem","16","0","c:dyed|c:dyed/red|minecraft:banners","1","1","5"
"minecraft:red_bed","minecraft","red_bed","block.minecraft.red_bed","net.minecraft.world.item.BedItem","1","0","c:dyed|c:dyed/red|minecraft:beds","2","18","22"
"minecraft:red_candle","minecraft","red_candle","block.minecraft.red_candle","net.minecraft.world.item.BlockItem","64","0","c:dyed|c:dyed/red|minecraft:candles|occultism:pentacle_materials","1","3","9"
"minecraft:red_carpet","minecraft","red_carpet","block.minecraft.red_carpet","net.minecraft.world.item.BlockItem","64","0","c:dyed|c:dyed/red|minecraft:dampens_vibrations|minecraft:wool_carpets","2","31","38"
"minecraft:red_concrete","minecraft","red_concrete","block.minecraft.red_concrete","net.minecraft.world.item.BlockItem","64","0","c:concrete|c:concretes|c:dyed|c:dyed/red","1","0","7"
"minecraft:red_concrete_powder","minecraft","red_concrete_powder","block.minecraft.red_concrete_powder","net.minecraft.world.item.BlockItem","64","0","c:concrete_powder|c:concrete_powders|c:dyed|c:dyed/red","1","0","8"
"minecraft:red_dye","minecraft","red_dye","item.minecraft.red_dye","net.minecraft.world.item.DyeItem","64","0","c:dyes|c:dyes/red","8","34","44"
"minecraft:red_glazed_terracotta","minecraft","red_glazed_terracotta","block.minecraft.red_glazed_terracotta","net.minecraft.world.item.BlockItem","64","0","c:dyed|c:dyed/red|c:glazed_terracotta|c:glazed_terracottas","1","1","9"
"minecraft:red_mushroom","minecraft","red_mushroom","block.minecraft.red_mushroom","net.minecraft.world.item.BlockItem","64","0","c:mushrooms|occultism:drop_from/possessed_blaze","2","13","33"
"minecraft:red_mushroom_block","minecraft","red_mushroom_block","block.minecraft.red_mushroom_block","net.minecraft.world.item.BlockItem","64","0","c:mushroom_blocks","0","3","7"
"minecraft:red_nether_brick_slab","minecraft","red_nether_brick_slab","block.minecraft.red_nether_brick_slab","net.minecraft.world.item.BlockItem","64","0","minecraft:slabs","2","0","6"
"minecraft:red_nether_brick_stairs","minecraft","red_nether_brick_stairs","block.minecraft.red_nether_brick_stairs","net.minecraft.world.item.BlockItem","64","0","minecraft:stairs","2","0","6"
"minecraft:red_nether_brick_wall","minecraft","red_nether_brick_wall","block.minecraft.red_nether_brick_wall","net.minecraft.world.item.BlockItem","64","0","minecraft:walls","2","0","4"
"minecraft:red_nether_bricks","minecraft","red_nether_bricks","block.minecraft.red_nether_bricks","net.minecraft.world.item.BlockItem","64","0","","1","7","19"
"minecraft:red_sand","minecraft","red_sand","block.minecraft.red_sand","net.minecraft.world.item.BlockItem","64","0","c:sands|c:sands/red|minecraft:sand|minecraft:smelts_to_glass","1","6","21"
"minecraft:red_sandstone","minecraft","red_sandstone","block.minecraft.red_sandstone","net.minecraft.world.item.BlockItem","64","0","c:sandstone/blocks|c:sandstone/red_blocks","1","14","40"
"minecraft:red_sandstone_slab","minecraft","red_sandstone_slab","block.minecraft.red_sandstone_slab","net.minecraft.world.item.BlockItem","64","0","c:sandstone/red_slabs|c:sandstone/slabs|minecraft:slabs","2","1","9"
"minecraft:red_sandstone_stairs","minecraft","red_sandstone_stairs","block.minecraft.red_sandstone_stairs","net.minecraft.world.item.BlockItem","64","0","c:sandstone/red_stairs|c:sandstone/stairs|minecraft:stairs","2","0","8"
"minecraft:red_sandstone_wall","minecraft","red_sandstone_wall","block.minecraft.red_sandstone_wall","net.minecraft.world.item.BlockItem","64","0","minecraft:walls","2","0","4"
"minecraft:red_shulker_box","minecraft","red_shulker_box","block.minecraft.red_shulker_box","net.minecraft.world.item.BlockItem","1","0","c:dyed|c:dyed/red|c:shulker_boxes","0","0","3"
"minecraft:red_stained_glass","minecraft","red_stained_glass","block.minecraft.red_stained_glass","net.minecraft.world.item.BlockItem","64","0","c:dyed|c:dyed/red|c:glass_blocks|c:glass_blocks/cheap","1","12","8"
"minecraft:red_stained_glass_pane","minecraft","red_stained_glass_pane","block.minecraft.red_stained_glass_pane","net.minecraft.world.item.BlockItem","64","0","c:dyed|c:dyed/red|c:glass_panes|occultism:pentacle_materials","2","12","7"
"minecraft:red_terracotta","minecraft","red_terracotta","block.minecraft.red_terracotta","net.minecraft.world.item.BlockItem","64","0","c:dyed|c:dyed/red|immersiveengineering:connector_insulator|minecraft:terracotta","1","11","12"
"minecraft:red_tulip","minecraft","red_tulip","block.minecraft.red_tulip","net.minecraft.world.item.BlockItem","64","0","c:animal_foods|minecraft:bee_food|minecraft:flowers|minecraft:small_flowers","1","6","15"
"minecraft:red_wool","minecraft","red_wool","block.minecraft.red_wool","net.minecraft.world.item.BlockItem","64","0","c:dyed|c:dyed/red|minecraft:dampens_vibrations|minecraft:wool","1","44","38"
"minecraft:redstone","minecraft","redstone","item.minecraft.redstone","net.minecraft.world.item.ItemNameBlockItem","64","0","c:dusts|c:dusts/redstone|minecraft:trim_materials","7","46","79"
"minecraft:redstone_block","minecraft","redstone_block","block.minecraft.redstone_block","net.minecraft.world.item.BlockItem","64","0","c:storage_blocks|c:storage_blocks/redstone|malum:prospectors_treasure","2","1","10"
"minecraft:redstone_lamp","minecraft","redstone_lamp","block.minecraft.redstone_lamp","net.minecraft.world.item.BlockItem","64","0","","1","0","3"
"minecraft:redstone_ore","minecraft","redstone_ore","block.minecraft.redstone_ore","net.minecraft.world.item.BlockItem","64","0","c:ore_rates/dense|c:ores|c:ores/redstone|c:ores_in_ground/stone|enchanted:witch_oven_blacklist|malum:prospectors_treasure|minecraft:redstone_ores","1","3","11"
"minecraft:redstone_torch","minecraft","redstone_torch","block.minecraft.redstone_torch","net.minecraft.world.item.StandingAndWallBlockItem","64","0","","1","4","8"
"minecraft:reinforced_deepslate","minecraft","reinforced_deepslate","block.minecraft.reinforced_deepslate","net.minecraft.world.item.BlockItem","64","0","","1","2","5"
"minecraft:repeater","minecraft","repeater","block.minecraft.repeater","net.minecraft.world.item.BlockItem","64","0","","1","2","5"
"minecraft:repeating_command_block","minecraft","repeating_command_block","block.minecraft.repeating_command_block","net.minecraft.world.item.GameMasterBlockItem","64","0","","0","0","1"
"minecraft:respawn_anchor","minecraft","respawn_anchor","block.minecraft.respawn_anchor","net.minecraft.world.item.BlockItem","64","0","","1","2","9"
"minecraft:rib_armor_trim_smithing_template","minecraft","rib_armor_trim_smithing_template","item.minecraft.rib_armor_trim_smithing_template","net.minecraft.world.item.SmithingTemplateItem","64","0","minecraft:trim_templates|occultism:drop_from/wild_hunt_wither_skeleton","1","1","8"
"minecraft:rooted_dirt","minecraft","rooted_dirt","block.minecraft.rooted_dirt","net.minecraft.world.item.BlockItem","64","0","minecraft:dirt","1","1","9"
"minecraft:rose_bush","minecraft","rose_bush","block.minecraft.rose_bush","net.minecraft.world.item.DoubleHighBlockItem","64","0","c:animal_foods|minecraft:bee_food|minecraft:flowers|minecraft:tall_flowers","1","4","9"
"minecraft:rotten_flesh","minecraft","rotten_flesh","item.minecraft.rotten_flesh","net.minecraft.world.item.Item","64","0","c:animal_foods|c:foods|c:foods/food_poisoning|eidolon_repraised:zombie_food|malum:gross_foods|malum:mob_drops|malum:soulwoven_pouch_efficient|minecraft:meat|minecraft:wolf_food|occultism:demonic_partner_food|occultism:drop_from/possessed_zombie_piglin|werewolves:werewolf_food","1","16","80"
"minecraft:saddle","minecraft","saddle","item.minecraft.saddle","net.minecraft.world.item.SaddleItem","1","0","","0","2","23"
"minecraft:salmon","minecraft","salmon","item.minecraft.salmon","net.minecraft.world.item.Item","64","0","bloodlines:ectotherm_raw_fish|c:animal_foods|c:foods|c:foods/raw_fish|c:foods/raw_fishes|c:foods/raw_salmon|c:foods/safe_raw_fish|c:rawmeats|enchanted:raw_foods|minecraft:cat_food|minecraft:fishes|minecraft:ocelot_food|myths_of_the_sea:hippocampus_food|occultism:drop_from/possessed_elder_guardian|werewolves:raw_fish|werewolves:raw_food|werewolves:werewolf_food","0","9","39"
"minecraft:salmon_bucket","minecraft","salmon_bucket","item.minecraft.salmon_bucket","net.minecraft.world.item.MobBucketItem","1","0","c:buckets|c:buckets/entity_water","0","0","2"
"minecraft:salmon_spawn_egg","minecraft","salmon_spawn_egg","item.minecraft.salmon_spawn_egg","net.minecraft.world.item.SpawnEggItem","64","0","occultism:random_spawn_from/water","0","0","1"
"minecraft:sand","minecraft","sand","block.minecraft.sand","net.minecraft.world.item.BlockItem","64","0","c:sands|c:sands/colorless|minecraft:sand|minecraft:smelts_to_glass","4","24","77"
"minecraft:sandstone","minecraft","sandstone","block.minecraft.sandstone","net.minecraft.world.item.BlockItem","64","0","c:sandstone/blocks|c:sandstone/uncolored_blocks","1","16","45"
"minecraft:sandstone_slab","minecraft","sandstone_slab","block.minecraft.sandstone_slab","net.minecraft.world.item.BlockItem","64","0","c:sandstone/slabs|c:sandstone/uncolored_slabs|minecraft:slabs","2","1","10"
"minecraft:sandstone_stairs","minecraft","sandstone_stairs","block.minecraft.sandstone_stairs","net.minecraft.world.item.BlockItem","64","0","c:sandstone/stairs|c:sandstone/uncolored_stairs|minecraft:stairs","2","0","8"
"minecraft:sandstone_wall","minecraft","sandstone_wall","block.minecraft.sandstone_wall","net.minecraft.world.item.BlockItem","64","0","minecraft:walls","2","0","4"
"minecraft:scaffolding","minecraft","scaffolding","block.minecraft.scaffolding","net.minecraft.world.item.ScaffoldingBlockItem","64","0","","2","0","5"
"minecraft:scrape_pottery_sherd","minecraft","scrape_pottery_sherd","item.minecraft.scrape_pottery_sherd","net.minecraft.world.item.Item","64","0","minecraft:decorated_pot_ingredients|minecraft:decorated_pot_sherds|occultism:drop_from/possessed_weak_breeze","0","0","3"
"minecraft:sculk","minecraft","sculk","block.minecraft.sculk","net.minecraft.world.item.BlockItem","64","0","occultism:drop_from/possessed_warden","0","1","7"
"minecraft:sculk_catalyst","minecraft","sculk_catalyst","block.minecraft.sculk_catalyst","net.minecraft.world.item.BlockItem","64","0","occultism:drop_from/possessed_warden","0","3","10"
"minecraft:sculk_sensor","minecraft","sculk_sensor","block.minecraft.sculk_sensor","net.minecraft.world.item.BlockItem","64","0","occultism:drop_from/possessed_warden","0","1","7"
"minecraft:sculk_shrieker","minecraft","sculk_shrieker","block.minecraft.sculk_shrieker","net.minecraft.world.item.BlockItem","64","0","occultism:drop_from/possessed_warden","0","2","5"
"minecraft:sculk_vein","minecraft","sculk_vein","block.minecraft.sculk_vein","net.minecraft.world.item.BlockItem","64","0","occultism:drop_from/possessed_warden","0","0","7"
"minecraft:sea_lantern","minecraft","sea_lantern","block.minecraft.sea_lantern","net.minecraft.world.item.BlockItem","64","0","","1","2","6"
"minecraft:sea_pickle","minecraft","sea_pickle","block.minecraft.sea_pickle","net.minecraft.world.item.BlockItem","64","0","occultism:drop_from/possessed_guardian","0","1","8"
"minecraft:seagrass","minecraft","seagrass","block.minecraft.seagrass","net.minecraft.world.item.BlockItem","64","0","c:animal_foods|minecraft:turtle_food","0","3","13"
"minecraft:sentry_armor_trim_smithing_template","minecraft","sentry_armor_trim_smithing_template","item.minecraft.sentry_armor_trim_smithing_template","net.minecraft.world.item.SmithingTemplateItem","64","0","minecraft:trim_templates|occultism:drop_from/possessed_evoker","1","1","9"
"minecraft:shaper_armor_trim_smithing_template","minecraft","shaper_armor_trim_smithing_template","item.minecraft.shaper_armor_trim_smithing_template","net.minecraft.world.item.SmithingTemplateItem","64","0","minecraft:trim_templates|occultism:drop_from/wild_horde_silverfish","1","1","10"
"minecraft:sheaf_pottery_sherd","minecraft","sheaf_pottery_sherd","item.minecraft.sheaf_pottery_sherd","net.minecraft.world.item.Item","64","0","minecraft:decorated_pot_ingredients|minecraft:decorated_pot_sherds|occultism:drop_from/wild_horde_silverfish","0","0","4"
"minecraft:shears","minecraft","shears","item.minecraft.shears","net.minecraft.world.item.ShearsItem","1","238","c:enchantables|c:tools|c:tools/shear|c:tools/shears|enchanted:tool_poppet_whitelist|immersiveengineering:toolbox/tools|minecraft:enchantable/durability|minecraft:enchantable/mining|minecraft:enchantable/vanishing","1","0","41"
"minecraft:sheep_spawn_egg","minecraft","sheep_spawn_egg","item.minecraft.sheep_spawn_egg","net.minecraft.world.item.SpawnEggItem","64","0","occultism:random_spawn_from/common","0","0","1"
"minecraft:shelter_pottery_sherd","minecraft","shelter_pottery_sherd","item.minecraft.shelter_pottery_sherd","net.minecraft.world.item.Item","64","0","minecraft:decorated_pot_ingredients|minecraft:decorated_pot_sherds|occultism:drop_from/wild_horde_drowned","0","0","4"
"minecraft:shield","minecraft","shield","item.minecraft.shield","net.minecraft.world.item.ShieldItem","1","336","c:enchantables|c:tools|c:tools/shield|c:tools/shields|enchanted:tool_poppet_whitelist|immersiveengineering:toolbox/tools|lodestone:enchantable/shield|minecraft:enchantable/durability|minecraft:enchantable/vanishing","1","1","14"
"minecraft:short_grass","minecraft","short_grass","block.minecraft.short_grass","net.minecraft.world.item.BlockItem","64","0","","1","1","16"
"minecraft:shroomlight","minecraft","shroomlight","block.minecraft.shroomlight","net.minecraft.world.item.BlockItem","64","0","occultism:drop_from/possessed_blaze","0","1","10"
"minecraft:shulker_box","minecraft","shulker_box","block.minecraft.shulker_box","net.minecraft.world.item.BlockItem","1","0","c:shulker_boxes","1","0","5"
"minecraft:shulker_shell","minecraft","shulker_shell","item.minecraft.shulker_shell","net.minecraft.world.item.Item","64","0","occultism:armored_items|occultism:drop_from/possessed_shulker|occultism:drop_from/possessed_weak_shulker","0","1","9"
"minecraft:shulker_spawn_egg","minecraft","shulker_spawn_egg","item.minecraft.shulker_spawn_egg","net.minecraft.world.item.SpawnEggItem","64","0","","0","0","0"
"minecraft:silence_armor_trim_smithing_template","minecraft","silence_armor_trim_smithing_template","item.minecraft.silence_armor_trim_smithing_template","net.minecraft.world.item.SmithingTemplateItem","64","0","minecraft:trim_templates|occultism:drop_from/possessed_warden","1","1","9"
"minecraft:silverfish_spawn_egg","minecraft","silverfish_spawn_egg","item.minecraft.silverfish_spawn_egg","net.minecraft.world.item.SpawnEggItem","64","0","","0","0","0"
"minecraft:skeleton_horse_spawn_egg","minecraft","skeleton_horse_spawn_egg","item.minecraft.skeleton_horse_spawn_egg","net.minecraft.world.item.SpawnEggItem","64","0","occultism:random_spawn_from/rideable","0","0","1"
"minecraft:skeleton_skull","minecraft","skeleton_skull","block.minecraft.skeleton_skull","net.minecraft.world.item.StandingAndWallBlockItem","64","0","c:enchantables|c:skulls|minecraft:enchantable/equippable|minecraft:enchantable/vanishing|minecraft:noteblock_top_instruments|minecraft:skulls|occultism:drop_from/possessed_skeleton|occultism:pentacle_materials","1","2","21"
"minecraft:skeleton_spawn_egg","minecraft","skeleton_spawn_egg","item.minecraft.skeleton_spawn_egg","net.minecraft.world.item.SpawnEggItem","64","0","","0","0","0"
"minecraft:skull_banner_pattern","minecraft","skull_banner_pattern","item.minecraft.skull_banner_pattern","net.minecraft.world.item.BannerPatternItem","1","0","c:loom_patterns","1","0","5"
"minecraft:skull_pottery_sherd","minecraft","skull_pottery_sherd","item.minecraft.skull_pottery_sherd","net.minecraft.world.item.Item","64","0","minecraft:decorated_pot_ingredients|minecraft:decorated_pot_sherds|occultism:drop_from/wild_horde_husk","0","0","5"
