id,namespace,serializer,serializer_namespace,recipe_type,result,result_count,ingredient_slots,ingredient_probe_status,result_probe_status,class
"occultism:ritual/summon_djinni_smelter","occultism","occultism:ritual","occultism","occultism:ritual","occultism:spawn_egg/djinni","1","4","OK","OK","com.klikli_dev.occultism.crafting.recipe.RitualRecipe"
"occultism:ritual/summon_foliot_cleaner","occultism","occultism:ritual","occultism","occultism:ritual","occultism:book_of_calling_foliot_cleaner","1","4","OK","OK","com.klikli_dev.occultism.crafting.recipe.RitualRecipe"
"occultism:ritual/summon_foliot_crusher","occultism","occultism:ritual","occultism","occultism:ritual","occultism:spawn_egg/foliot","1","4","OK","OK","com.klikli_dev.occultism.crafting.recipe.RitualRecipe"
"occultism:ritual/summon_foliot_crystallizer","occultism","occultism:ritual","occultism","occultism:ritual","occultism:spawn_egg/foliot","1","4","OK","OK","com.klikli_dev.occultism.crafting.recipe.RitualRecipe"
"occultism:ritual/summon_foliot_farmer","occultism","occultism:ritual","occultism","occultism:ritual","occultism:book_of_calling_foliot_farmer","1","5","OK","OK","com.klikli_dev.occultism.crafting.recipe.RitualRecipe"
"occultism:ritual/summon_foliot_lumberjack","occultism","occultism:ritual","occultism","occultism:ritual","occultism:book_of_calling_foliot_lumberjack","1","5","OK","OK","com.klikli_dev.occultism.crafting.recipe.RitualRecipe"
"occultism:ritual/summon_foliot_otherrock_trader","occultism","occultism:ritual","occultism","occultism:ritual","occultism:spawn_egg/foliot","1","4","OK","OK","com.klikli_dev.occultism.crafting.recipe.RitualRecipe"
"occultism:ritual/summon_foliot_otherstone_trader","occultism","occultism:ritual","occultism","occultism:ritual","occultism:spawn_egg/foliot","1","4","OK","OK","com.klikli_dev.occultism.crafting.recipe.RitualRecipe"
"occultism:ritual/summon_foliot_sapling_trader","occultism","occultism:ritual","occultism","occultism:ritual","occultism:spawn_egg/foliot","1","4","OK","OK","com.klikli_dev.occultism.crafting.recipe.RitualRecipe"
"occultism:ritual/summon_foliot_smelter","occultism","occultism:ritual","occultism","occultism:ritual","occultism:spawn_egg/foliot","1","3","OK","OK","com.klikli_dev.occultism.crafting.recipe.RitualRecipe"
"occultism:ritual/summon_foliot_transport_items","occultism","occultism:ritual","occultism","occultism:ritual","occultism:book_of_calling_foliot_transport_items","1","4","OK","OK","com.klikli_dev.occultism.crafting.recipe.RitualRecipe"
"occultism:ritual/summon_marid_crusher","occultism","occultism:ritual","occultism","occultism:ritual","occultism:spawn_egg/marid","1","5","OK","OK","com.klikli_dev.occultism.crafting.recipe.RitualRecipe"
"occultism:ritual/summon_marid_crystallizer","occultism","occultism:ritual","occultism","occultism:ritual","occultism:spawn_egg/marid","1","5","OK","OK","com.klikli_dev.occultism.crafting.recipe.RitualRecipe"
"occultism:ritual/summon_marid_smelter","occultism","occultism:ritual","occultism","occultism:ritual","occultism:spawn_egg/marid","1","6","OK","OK","com.klikli_dev.occultism.crafting.recipe.RitualRecipe"
"occultism:ritual/summon_unbound_afrit","occultism","occultism:ritual","occultism","occultism:ritual","occultism:afrit_essence","1","4","OK","OK","com.klikli_dev.occultism.crafting.recipe.RitualRecipe"
"occultism:ritual/summon_unbound_marid","occultism","occultism:ritual","occultism","occultism:ritual","occultism:marid_essence","1","4","OK","OK","com.klikli_dev.occultism.crafting.recipe.RitualRecipe"
"occultism:ritual/summon_wondering_trader","occultism","occultism:ritual","occultism","occultism:ritual","occultism:spawn_egg/wondering_trader","1","4","OK","OK","com.klikli_dev.occultism.crafting.recipe.RitualRecipe"
"occultism:ritual/wild_breeze","occultism","occultism:ritual","occultism","occultism:ritual","occultism:spawn_egg/wild_breeze","1","8","OK","OK","com.klikli_dev.occultism.crafting.recipe.RitualRecipe"
"occultism:ritual/wild_creeper","occultism","occultism:ritual","occultism","occultism:ritual","occultism:spawn_egg/wild_horde_creeper","1","4","OK","OK","com.klikli_dev.occultism.crafting.recipe.RitualRecipe"
"occultism:ritual/wild_drowned","occultism","occultism:ritual","occultism","occultism:ritual","occultism:spawn_egg/wild_horde_drowned","1","4","OK","OK","com.klikli_dev.occultism.crafting.recipe.RitualRecipe"
"occultism:ritual/wild_horde_illager","occultism","occultism:ritual","occultism","occultism:ritual","occultism:spawn_egg/wild_evoker","1","6","OK","OK","com.klikli_dev.occultism.crafting.recipe.RitualRecipe"
"occultism:ritual/wild_hunt","occultism","occultism:ritual","occultism","occultism:ritual","occultism:spawn_egg/wild_hunt_wither_skeleton","1","6","OK","OK","com.klikli_dev.occultism.crafting.recipe.RitualRecipe"
"occultism:ritual/wild_husk","occultism","occultism:ritual","occultism","occultism:ritual","occultism:spawn_egg/wild_horde_husk","1","4","OK","OK","com.klikli_dev.occultism.crafting.recipe.RitualRecipe"
"occultism:ritual/wild_random_animal_common","occultism","occultism:ritual","occultism","occultism:ritual","occultism:mysterious_egg_icon","1","8","OK","OK","com.klikli_dev.occultism.crafting.recipe.RitualRecipe"
"occultism:ritual/wild_random_animal_rideable","occultism","occultism:ritual","occultism","occultism:ritual","occultism:mysterious_egg_icon","1","8","OK","OK","com.klikli_dev.occultism.crafting.recipe.RitualRecipe"
"occultism:ritual/wild_random_animal_small","occultism","occultism:ritual","occultism","occultism:ritual","occultism:mysterious_egg_icon","1","8","OK","OK","com.klikli_dev.occultism.crafting.recipe.RitualRecipe"
"occultism:ritual/wild_random_animal_special","occultism","occultism:ritual","occultism","occultism:ritual","occultism:mysterious_egg_icon","1","8","OK","OK","com.klikli_dev.occultism.crafting.recipe.RitualRecipe"
"occultism:ritual/wild_random_animal_water","occultism","occultism:ritual","occultism","occultism:ritual","occultism:mysterious_egg_icon","1","8","OK","OK","com.klikli_dev.occultism.crafting.recipe.RitualRecipe"
"occultism:ritual/wild_silverfish","occultism","occultism:ritual","occultism","occultism:ritual","occultism:spawn_egg/wild_horde_silverfish","1","4","OK","OK","com.klikli_dev.occultism.crafting.recipe.RitualRecipe"
"occultism:ritual/wild_strong_breeze","occultism","occultism:ritual","occultism","occultism:ritual","occultism:spawn_egg/wild_strong_breeze","1","11","OK","OK","com.klikli_dev.occultism.crafting.recipe.RitualRecipe"
"occultism:ritual/wild_villager","occultism","occultism:ritual","occultism","occultism:ritual","occultism:mysterious_egg_icon","1","3","OK","OK","com.klikli_dev.occultism.crafting.recipe.RitualRecipe"
"occultism:ritual/wild_weak_breeze","occultism","occultism:ritual","occultism","occultism:ritual","occultism:spawn_egg/wild_weak_breeze","1","8","OK","OK","com.klikli_dev.occultism.crafting.recipe.RitualRecipe"
"occultism:smelting/burnt_otherrock","occultism","minecraft:smelting","minecraft","minecraft:smelting","occultism:burnt_otherrock","1","1","OK","OK","net.minecraft.world.item.crafting.SmeltingRecipe"
"occultism:smelting/burnt_otherstone","occultism","minecraft:smelting","minecraft","minecraft:smelting","occultism:burnt_otherstone","1","1","OK","OK","net.minecraft.world.item.crafting.SmeltingRecipe"
"occultism:smelting/copper_ingot_from_dust","occultism","minecraft:smelting","minecraft","minecraft:smelting","minecraft:copper_ingot","1","1","OK","OK","net.minecraft.world.item.crafting.SmeltingRecipe"
"occultism:smelting/cracked_otherrock_bricks","occultism","minecraft:smelting","minecraft","minecraft:smelting","occultism:cracked_otherrock_bricks","1","1","OK","OK","net.minecraft.world.item.crafting.SmeltingRecipe"
"occultism:smelting/cracked_otherstone_bricks","occultism","minecraft:smelting","minecraft","minecraft:smelting","occultism:cracked_otherstone_bricks","1","1","OK","OK","net.minecraft.world.item.crafting.SmeltingRecipe"
"occultism:smelting/gold_ingot_from_dust","occultism","minecraft:smelting","minecraft","minecraft:smelting","minecraft:gold_ingot","1","1","OK","OK","net.minecraft.world.item.crafting.SmeltingRecipe"
"occultism:smelting/iesnium_ingot_from_dust","occultism","minecraft:smelting","minecraft","minecraft:smelting","occultism:iesnium_ingot","1","1","OK","OK","net.minecraft.world.item.crafting.SmeltingRecipe"
"occultism:smelting/iesnium_ingot_from_ore","occultism","minecraft:smelting","minecraft","minecraft:smelting","occultism:iesnium_ingot","1","1","OK","OK","net.minecraft.world.item.crafting.SmeltingRecipe"
"occultism:smelting/iesnium_ingot_from_raw","occultism","minecraft:smelting","minecraft","minecraft:smelting","occultism:iesnium_ingot","1","1","OK","OK","net.minecraft.world.item.crafting.SmeltingRecipe"
"occultism:smelting/iron_ingot_from_dust","occultism","minecraft:smelting","minecraft","minecraft:smelting","minecraft:iron_ingot","1","1","OK","OK","net.minecraft.world.item.crafting.SmeltingRecipe"
"occultism:smelting/netherite_ingot_from_dust","occultism","minecraft:smelting","minecraft","minecraft:smelting","minecraft:netherite_ingot","1","1","OK","OK","net.minecraft.world.item.crafting.SmeltingRecipe"
"occultism:smelting/netherite_scrap_from_dust","occultism","minecraft:smelting","minecraft","minecraft:smelting","minecraft:netherite_scrap","1","1","OK","OK","net.minecraft.world.item.crafting.SmeltingRecipe"
"occultism:smelting/otherrock","occultism","minecraft:smelting","minecraft","minecraft:smelting","occultism:otherrock","1","1","OK","OK","net.minecraft.world.item.crafting.SmeltingRecipe"
"occultism:smelting/otherstone","occultism","minecraft:smelting","minecraft","minecraft:smelting","occultism:otherstone","1","1","OK","OK","net.minecraft.world.item.crafting.SmeltingRecipe"
"occultism:smelting/polished_otherrock","occultism","minecraft:smelting","minecraft","minecraft:smelting","occultism:polished_otherrock","1","1","OK","OK","net.minecraft.world.item.crafting.SmeltingRecipe"
"occultism:smelting/polished_otherstone","occultism","minecraft:smelting","minecraft","minecraft:smelting","occultism:polished_otherstone","1","1","OK","OK","net.minecraft.world.item.crafting.SmeltingRecipe"
"occultism:smelting/silver_ingot_from_dust","occultism","minecraft:smelting","minecraft","minecraft:smelting","immersiveengineering:ingot_silver","1","1","OK","OK","net.minecraft.world.item.crafting.SmeltingRecipe"
"occultism:spirit_fire/awakened_feather","occultism","occultism:spirit_fire","occultism","occultism:spirit_fire","occultism:awakened_feather","1","1","OK","OK","com.klikli_dev.occultism.crafting.recipe.SpiritFireRecipe"
"occultism:spirit_fire/book_of_binding_empty","occultism","occultism:spirit_fire","occultism","occultism:spirit_fire","occultism:book_of_binding_empty","1","1","OK","OK","com.klikli_dev.occultism.crafting.recipe.SpiritFireRecipe"
"occultism:spirit_fire/chalk_black","occultism","occultism:spirit_fire","occultism","occultism:spirit_fire","occultism:chalk_black","1","1","OK","OK","com.klikli_dev.occultism.crafting.recipe.SpiritFireRecipe"
"occultism:spirit_fire/chalk_blue","occultism","occultism:spirit_fire","occultism","occultism:spirit_fire","occultism:chalk_blue","1","1","OK","OK","com.klikli_dev.occultism.crafting.recipe.SpiritFireRecipe"
"occultism:spirit_fire/chalk_brown","occultism","occultism:spirit_fire","occultism","occultism:spirit_fire","occultism:chalk_brown","1","1","OK","OK","com.klikli_dev.occultism.crafting.recipe.SpiritFireRecipe"
"occultism:spirit_fire/chalk_cyan","occultism","occultism:spirit_fire","occultism","occultism:spirit_fire","occultism:chalk_cyan","1","1","OK","OK","com.klikli_dev.occultism.crafting.recipe.SpiritFireRecipe"
"occultism:spirit_fire/chalk_gold","occultism","occultism:spirit_fire","occultism","occultism:spirit_fire","occultism:chalk_gold","1","1","OK","OK","com.klikli_dev.occultism.crafting.recipe.SpiritFireRecipe"
"occultism:spirit_fire/chalk_gray","occultism","occultism:spirit_fire","occultism","occultism:spirit_fire","occultism:chalk_gray","1","1","OK","OK","com.klikli_dev.occultism.crafting.recipe.SpiritFireRecipe"
"occultism:spirit_fire/chalk_green","occultism","occultism:spirit_fire","occultism","occultism:spirit_fire","occultism:chalk_green","1","1","OK","OK","com.klikli_dev.occultism.crafting.recipe.SpiritFireRecipe"
"occultism:spirit_fire/chalk_light_blue","occultism","occultism:spirit_fire","occultism","occultism:spirit_fire","occultism:chalk_light_blue","1","1","OK","OK","com.klikli_dev.occultism.crafting.recipe.SpiritFireRecipe"
"occultism:spirit_fire/chalk_light_gray","occultism","occultism:spirit_fire","occultism","occultism:spirit_fire","occultism:chalk_light_gray","1","1","OK","OK","com.klikli_dev.occultism.crafting.recipe.SpiritFireRecipe"
"occultism:spirit_fire/chalk_lime","occultism","occultism:spirit_fire","occultism","occultism:spirit_fire","occultism:chalk_lime","1","1","OK","OK","com.klikli_dev.occultism.crafting.recipe.SpiritFireRecipe"
"occultism:spirit_fire/chalk_magenta","occultism","occultism:spirit_fire","occultism","occultism:spirit_fire","occultism:chalk_magenta","1","1","OK","OK","com.klikli_dev.occultism.crafting.recipe.SpiritFireRecipe"
"occultism:spirit_fire/chalk_orange","occultism","occultism:spirit_fire","occultism","occultism:spirit_fire","occultism:chalk_orange","1","1","OK","OK","com.klikli_dev.occultism.crafting.recipe.SpiritFireRecipe"
"occultism:spirit_fire/chalk_pink","occultism","occultism:spirit_fire","occultism","occultism:spirit_fire","occultism:chalk_pink","1","1","OK","OK","com.klikli_dev.occultism.crafting.recipe.SpiritFireRecipe"
"occultism:spirit_fire/chalk_purple","occultism","occultism:spirit_fire","occultism","occultism:spirit_fire","occultism:chalk_purple","1","1","OK","OK","com.klikli_dev.occultism.crafting.recipe.SpiritFireRecipe"
"occultism:spirit_fire/chalk_red","occultism","occultism:spirit_fire","occultism","occultism:spirit_fire","occultism:chalk_red","1","1","OK","OK","com.klikli_dev.occultism.crafting.recipe.SpiritFireRecipe"
"occultism:spirit_fire/chalk_white","occultism","occultism:spirit_fire","occultism","occultism:spirit_fire","occultism:chalk_white","1","1","OK","OK","com.klikli_dev.occultism.crafting.recipe.SpiritFireRecipe"
"occultism:spirit_fire/otherflower","occultism","occultism:spirit_fire","occultism","occultism:spirit_fire","occultism:otherflower","1","1","OK","OK","com.klikli_dev.occultism.crafting.recipe.SpiritFireRecipe"
"occultism:spirit_fire/otherrock","occultism","occultism:spirit_fire","occultism","occultism:spirit_fire","occultism:otherrock","1","1","OK","OK","com.klikli_dev.occultism.crafting.recipe.SpiritFireRecipe"
"occultism:spirit_fire/otherstone","occultism","occultism:spirit_fire","occultism","occultism:spirit_fire","occultism:otherstone","1","1","OK","OK","com.klikli_dev.occultism.crafting.recipe.SpiritFireRecipe"
"occultism:spirit_fire/otherworld_ashes","occultism","occultism:spirit_fire","occultism","occultism:spirit_fire","occultism:otherworld_ashes","1","1","OK","OK","com.klikli_dev.occultism.crafting.recipe.SpiritFireRecipe"
"occultism:spirit_fire/otherworld_essence","occultism","occultism:spirit_fire","occultism","occultism:spirit_fire","occultism:otherworld_essence","1","1","OK","OK","com.klikli_dev.occultism.crafting.recipe.SpiritFireRecipe"
"occultism:spirit_fire/otherworld_sapling_natural","occultism","occultism:spirit_fire","occultism","occultism:spirit_fire","occultism:otherworld_sapling_natural","1","1","OK","OK","com.klikli_dev.occultism.crafting.recipe.SpiritFireRecipe"
"occultism:spirit_fire/purified_ink","occultism","occultism:spirit_fire","occultism","occultism:spirit_fire","occultism:purified_ink","1","1","OK","OK","com.klikli_dev.occultism.crafting.recipe.SpiritFireRecipe"
"occultism:spirit_fire/spirit_attuned_gem","occultism","occultism:spirit_fire","occultism","occultism:spirit_fire","occultism:spirit_attuned_gem","1","1","OK","OK","com.klikli_dev.occultism.crafting.recipe.SpiritFireRecipe"
"occultism:spirit_fire/taboo_book","occultism","occultism:spirit_fire","occultism","occultism:spirit_fire","occultism:taboo_book","1","1","OK","OK","com.klikli_dev.occultism.crafting.recipe.SpiritFireRecipe"
"occultism:spirit_trade/gambler_amethyst","occultism","occultism:spirit_trade","occultism","occultism:spirit_trade","minecraft:amethyst_shard","1","1","OK","OK","com.klikli_dev.occultism.crafting.recipe.SpiritTradeRecipe"
"occultism:spirit_trade/gambler_diamond","occultism","occultism:spirit_trade","occultism","occultism:spirit_trade","minecraft:diamond","1","1","OK","OK","com.klikli_dev.occultism.crafting.recipe.SpiritTradeRecipe"
"occultism:spirit_trade/gambler_emerald","occultism","occultism:spirit_trade","occultism","occultism:spirit_trade","minecraft:emerald","1","1","OK","OK","com.klikli_dev.occultism.crafting.recipe.SpiritTradeRecipe"
"occultism:spirit_trade/gambler_gold","occultism","occultism:spirit_trade","occultism","occultism:spirit_trade","minecraft:gold_nugget","1","1","OK","OK","com.klikli_dev.occultism.crafting.recipe.SpiritTradeRecipe"
"occultism:spirit_trade/gambler_iesnium","occultism","occultism:spirit_trade","occultism","occultism:spirit_trade","occultism:iesnium_nugget","1","1","OK","OK","com.klikli_dev.occultism.crafting.recipe.SpiritTradeRecipe"
"occultism:spirit_trade/gambler_iron","occultism","occultism:spirit_trade","occultism","occultism:spirit_trade","minecraft:iron_nugget","1","1","OK","OK","com.klikli_dev.occultism.crafting.recipe.SpiritTradeRecipe"
"occultism:spirit_trade/gambler_lazuli","occultism","occultism:spirit_trade","occultism","occultism:spirit_trade","minecraft:lapis_lazuli","1","1","OK","OK","com.klikli_dev.occultism.crafting.recipe.SpiritTradeRecipe"
"occultism:spirit_trade/gambler_prismarine","occultism","occultism:spirit_trade","occultism","occultism:spirit_trade","minecraft:prismarine_crystals","1","1","OK","OK","com.klikli_dev.occultism.crafting.recipe.SpiritTradeRecipe"
"occultism:spirit_trade/gambler_quartz","occultism","occultism:spirit_trade","occultism","occultism:spirit_trade","minecraft:quartz","1","1","OK","OK","com.klikli_dev.occultism.crafting.recipe.SpiritTradeRecipe"
"occultism:spirit_trade/gambler_silver","occultism","occultism:spirit_trade","occultism","occultism:spirit_trade","immersiveengineering:nugget_silver","1","1","OK","OK","com.klikli_dev.occultism.crafting.recipe.SpiritTradeRecipe"
"occultism:spirit_trade/gambler_spirit","occultism","occultism:spirit_trade","occultism","occultism:spirit_trade","occultism:spirit_attuned_gem","1","1","OK","OK","com.klikli_dev.occultism.crafting.recipe.SpiritTradeRecipe"
"occultism:spirit_trade/otherworld_sapling","occultism","occultism:spirit_trade","occultism","occultism:spirit_trade","occultism:otherworld_sapling","1","1","OK","OK","com.klikli_dev.occultism.crafting.recipe.SpiritTradeRecipe"
"occultism:spirit_trade/stone_to_otherrock","occultism","occultism:spirit_trade","occultism","occultism:spirit_trade","occultism:otherrock","2","1","OK","OK","com.klikli_dev.occultism.crafting.recipe.SpiritTradeRecipe"
"occultism:spirit_trade/stone_to_otherstone","occultism","occultism:spirit_trade","occultism","occultism:spirit_trade","occultism:otherstone","2","1","OK","OK","com.klikli_dev.occultism.crafting.recipe.SpiritTradeRecipe"
"occultism:stonecutting/othercobblerock_slab_from_othercobblerock","occultism","minecraft:stonecutting","minecraft","minecraft:stonecutting","occultism:othercobblerock_slab","2","1","OK","OK","net.minecraft.world.item.crafting.StonecutterRecipe"
"occultism:stonecutting/othercobblerock_stairs_from_othercobblerock","occultism","minecraft:stonecutting","minecraft","minecraft:stonecutting","occultism:othercobblerock_stairs","1","1","OK","OK","net.minecraft.world.item.crafting.StonecutterRecipe"
"occultism:stonecutting/othercobblerock_wall_from_othercobblerock","occultism","minecraft:stonecutting","minecraft","minecraft:stonecutting","occultism:othercobblerock_wall","1","1","OK","OK","net.minecraft.world.item.crafting.StonecutterRecipe"
"occultism:stonecutting/othercobblestone_slab_from_othercobblestone","occultism","minecraft:stonecutting","minecraft","minecraft:stonecutting","occultism:othercobblestone_slab","2","1","OK","OK","net.minecraft.world.item.crafting.StonecutterRecipe"
"occultism:stonecutting/othercobblestone_stairs_from_othercobblestone","occultism","minecraft:stonecutting","minecraft","minecraft:stonecutting","occultism:othercobblestone_stairs","1","1","OK","OK","net.minecraft.world.item.crafting.StonecutterRecipe"
"occultism:stonecutting/othercobblestone_wall_from_othercobblestone","occultism","minecraft:stonecutting","minecraft","minecraft:stonecutting","occultism:othercobblestone_wall","1","1","OK","OK","net.minecraft.world.item.crafting.StonecutterRecipe"
"occultism:stonecutting/otherrock_bricks_from_otherrock","occultism","minecraft:stonecutting","minecraft","minecraft:stonecutting","occultism:otherrock_bricks","1","1","OK","OK","net.minecraft.world.item.crafting.StonecutterRecipe"
"occultism:stonecutting/otherrock_bricks_slab_from_otherrock","occultism","minecraft:stonecutting","minecraft","minecraft:stonecutting","occultism:otherrock_bricks_slab","2","1","OK","OK","net.minecraft.world.item.crafting.StonecutterRecipe"
"occultism:stonecutting/otherrock_bricks_slab_from_otherrock_bricks","occultism","minecraft:stonecutting","minecraft","minecraft:stonecutting","occultism:otherrock_bricks_slab","2","1","OK","OK","net.minecraft.world.item.crafting.StonecutterRecipe"
"occultism:stonecutting/otherrock_bricks_stairs_from_otherrock","occultism","minecraft:stonecutting","minecraft","minecraft:stonecutting","occultism:otherrock_bricks_stairs","1","1","OK","OK","net.minecraft.world.item.crafting.StonecutterRecipe"
"occultism:stonecutting/otherrock_bricks_stairs_from_otherrock_bricks","occultism","minecraft:stonecutting","minecraft","minecraft:stonecutting","occultism:otherrock_bricks_stairs","1","1","OK","OK","net.minecraft.world.item.crafting.StonecutterRecipe"
"occultism:stonecutting/otherrock_bricks_wall_from_otherrock","occultism","minecraft:stonecutting","minecraft","minecraft:stonecutting","occultism:otherrock_bricks_wall","1","1","OK","OK","net.minecraft.world.item.crafting.StonecutterRecipe"
"occultism:stonecutting/otherrock_bricks_wall_from_otherrock_bricks","occultism","minecraft:stonecutting","minecraft","minecraft:stonecutting","occultism:otherrock_bricks_wall","1","1","OK","OK","net.minecraft.world.item.crafting.StonecutterRecipe"
"occultism:stonecutting/otherrock_slab_from_otherrock","occultism","minecraft:stonecutting","minecraft","minecraft:stonecutting","occultism:otherrock_slab","2","1","OK","OK","net.minecraft.world.item.crafting.StonecutterRecipe"
"occultism:stonecutting/otherrock_stairs_from_otherrock","occultism","minecraft:stonecutting","minecraft","minecraft:stonecutting","occultism:otherrock_stairs","1","1","OK","OK","net.minecraft.world.item.crafting.StonecutterRecipe"
"occultism:stonecutting/otherrock_wall_from_otherrock","occultism","minecraft:stonecutting","minecraft","minecraft:stonecutting","occultism:otherrock_wall","1","1","OK","OK","net.minecraft.world.item.crafting.StonecutterRecipe"
"occultism:stonecutting/otherstone_bricks_from_otherstone","occultism","minecraft:stonecutting","minecraft","minecraft:stonecutting","occultism:otherstone_bricks","1","1","OK","OK","net.minecraft.world.item.crafting.StonecutterRecipe"
"occultism:stonecutting/otherstone_bricks_slab_from_otherstone","occultism","minecraft:stonecutting","minecraft","minecraft:stonecutting","occultism:otherstone_bricks_slab","2","1","OK","OK","net.minecraft.world.item.crafting.StonecutterRecipe"
"occultism:stonecutting/otherstone_bricks_slab_from_otherstone_bricks","occultism","minecraft:stonecutting","minecraft","minecraft:stonecutting","occultism:otherstone_bricks_slab","2","1","OK","OK","net.minecraft.world.item.crafting.StonecutterRecipe"
"occultism:stonecutting/otherstone_bricks_stairs_from_otherstone","occultism","minecraft:stonecutting","minecraft","minecraft:stonecutting","occultism:otherstone_bricks_stairs","1","1","OK","OK","net.minecraft.world.item.crafting.StonecutterRecipe"
"occultism:stonecutting/otherstone_bricks_stairs_from_otherstone_bricks","occultism","minecraft:stonecutting","minecraft","minecraft:stonecutting","occultism:otherstone_bricks_stairs","1","1","OK","OK","net.minecraft.world.item.crafting.StonecutterRecipe"
"occultism:stonecutting/otherstone_bricks_wall_from_otherstone","occultism","minecraft:stonecutting","minecraft","minecraft:stonecutting","occultism:otherstone_bricks_wall","1","1","OK","OK","net.minecraft.world.item.crafting.StonecutterRecipe"
"occultism:stonecutting/otherstone_bricks_wall_from_otherstone_bricks","occultism","minecraft:stonecutting","minecraft","minecraft:stonecutting","occultism:otherstone_bricks_wall","1","1","OK","OK","net.minecraft.world.item.crafting.StonecutterRecipe"
"occultism:stonecutting/otherstone_slab_from_otherstone","occultism","minecraft:stonecutting","minecraft","minecraft:stonecutting","occultism:otherstone_slab","2","1","OK","OK","net.minecraft.world.item.crafting.StonecutterRecipe"
"occultism:stonecutting/otherstone_stairs_from_otherstone","occultism","minecraft:stonecutting","minecraft","minecraft:stonecutting","occultism:otherstone_stairs","1","1","OK","OK","net.minecraft.world.item.crafting.StonecutterRecipe"
"occultism:stonecutting/otherstone_wall_from_otherstone","occultism","minecraft:stonecutting","minecraft","minecraft:stonecutting","occultism:otherstone_wall","1","1","OK","OK","net.minecraft.world.item.crafting.StonecutterRecipe"
"occultism:stonecutting/polished_otherrock_slab_from_polished_otherrock","occultism","minecraft:stonecutting","minecraft","minecraft:stonecutting","occultism:polished_otherrock_slab","2","1","OK","OK","net.minecraft.world.item.crafting.StonecutterRecipe"
"occultism:stonecutting/polished_otherrock_stairs_from_polished_otherrock","occultism","minecraft:stonecutting","minecraft","minecraft:stonecutting","occultism:polished_otherrock_stairs","1","1","OK","OK","net.minecraft.world.item.crafting.StonecutterRecipe"
"occultism:stonecutting/polished_otherrock_wall_from_polished_otherrock","occultism","minecraft:stonecutting","minecraft","minecraft:stonecutting","occultism:polished_otherrock_wall","1","1","OK","OK","net.minecraft.world.item.crafting.StonecutterRecipe"
"occultism:stonecutting/polished_otherstone_slab_from_polished_otherstone","occultism","minecraft:stonecutting","minecraft","minecraft:stonecutting","occultism:polished_otherstone_slab","2","1","OK","OK","net.minecraft.world.item.crafting.StonecutterRecipe"
"occultism:stonecutting/polished_otherstone_stairs_from_polished_otherstone","occultism","minecraft:stonecutting","minecraft","minecraft:stonecutting","occultism:polished_otherstone_stairs","1","1","OK","OK","net.minecraft.world.item.crafting.StonecutterRecipe"
"occultism:stonecutting/polished_otherstone_wall_from_polished_otherstone","occultism","minecraft:stonecutting","minecraft","minecraft:stonecutting","occultism:polished_otherstone_wall","1","1","OK","OK","net.minecraft.world.item.crafting.StonecutterRecipe"
"quest_giver:quest_scroll","quest_giver","minecraft:crafting_shapeless","minecraft","minecraft:crafting","quest_giver:quest_scroll","1","2","OK","OK","net.minecraft.world.item.crafting.ShapelessRecipe"
"townstead:calendar","townstead","minecraft:crafting_shaped","minecraft","minecraft:crafting","townstead:calendar","1","6","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"townstead:field_post","townstead","minecraft:crafting_shaped","minecraft","minecraft:crafting","townstead:field_post","1","2","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"townstead:field_post_acacia","townstead","minecraft:crafting_shaped","minecraft","minecraft:crafting","townstead:field_post_acacia","1","2","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"townstead:field_post_bamboo","townstead","minecraft:crafting_shaped","minecraft","minecraft:crafting","townstead:field_post_bamboo","1","2","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"townstead:field_post_birch","townstead","minecraft:crafting_shaped","minecraft","minecraft:crafting","townstead:field_post_birch","1","2","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"townstead:field_post_cherry","townstead","minecraft:crafting_shaped","minecraft","minecraft:crafting","townstead:field_post_cherry","1","2","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"townstead:field_post_crimson","townstead","minecraft:crafting_shaped","minecraft","minecraft:crafting","townstead:field_post_crimson","1","2","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"townstead:field_post_dark_oak","townstead","minecraft:crafting_shaped","minecraft","minecraft:crafting","townstead:field_post_dark_oak","1","2","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"townstead:field_post_jungle","townstead","minecraft:crafting_shaped","minecraft","minecraft:crafting","townstead:field_post_jungle","1","2","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"townstead:field_post_mangrove","townstead","minecraft:crafting_shaped","minecraft","minecraft:crafting","townstead:field_post_mangrove","1","2","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"townstead:field_post_spruce","townstead","minecraft:crafting_shaped","minecraft","minecraft:crafting","townstead:field_post_spruce","1","2","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"townstead:field_post_warped","townstead","minecraft:crafting_shaped","minecraft","minecraft:crafting","townstead:field_post_warped","1","2","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
