id,namespace,path,description_id,class,category,width,height,tags,resource_references
"vampirism:converted_creature","vampirism","converted_creature","entity.vampirism.converted_creature","net.minecraft.world.entity.EntityType","creature","0.6","1.8","vampirism:converted_creatures|vampirism:vampire","1"
"vampirism:converted_creature_imob","vampirism","converted_creature_imob","entity.vampirism.converted_creature_imob","net.minecraft.world.entity.EntityType","creature","0.6","1.8","vampirism:converted_creatures|vampirism:vampire","1"
"vampirism:converted_donkey","vampirism","converted_donkey","entity.vampirism.converted_donkey","net.minecraft.world.entity.EntityType","creature","1.3964844","1.5","vampirism:converted_creatures|vampirism:vampire","1"
"vampirism:converted_fox","vampirism","converted_fox","entity.vampirism.converted_fox","net.minecraft.world.entity.EntityType","creature","0.6","0.7","vampirism:converted_creatures|vampirism:vampire","1"
"vampirism:converted_goat","vampirism","converted_goat","entity.vampirism.converted_goat","net.minecraft.world.entity.EntityType","creature","0.9","1.3","vampirism:converted_creatures|vampirism:vampire","1"
"vampirism:converted_horse","vampirism","converted_horse","entity.vampirism.converted_horse","net.minecraft.world.entity.EntityType","creature","1.3964844","1.6","vampirism:converted_creatures|vampirism:vampire","1"
"vampirism:converted_mule","vampirism","converted_mule","entity.vampirism.converted_mule","net.minecraft.world.entity.EntityType","creature","1.3964844","1.5","vampirism:converted_creatures|vampirism:vampire","1"
"vampirism:converted_sheep","vampirism","converted_sheep","entity.vampirism.converted_sheep","net.minecraft.world.entity.EntityType","creature","0.9","1.3","vampirism:converted_creatures|vampirism:vampire","1"
"vampirism:crossbow_arrow","vampirism","crossbow_arrow","entity.vampirism.crossbow_arrow","net.minecraft.world.entity.EntityType","misc","0.5","0.5","","0"
"vampirism:dark_blood_projectile","vampirism","dark_blood_projectile","entity.vampirism.dark_blood_projectile","net.minecraft.world.entity.EntityType","misc","0.6","0.6","","0"
"vampirism:dummy_creature","vampirism","dummy_creature","entity.vampirism.dummy_creature","net.minecraft.world.entity.EntityType","creature","0.6","1.8","","1"
"vampirism:dummy_sit_entity","vampirism","dummy_sit_entity","entity.vampirism.dummy_sit_entity","net.minecraft.world.entity.EntityType","misc","1.0E-4","1.0E-4","","0"
"vampirism:ghost","vampirism","ghost","entity.vampirism.ghost","net.minecraft.world.entity.EntityType","vampirism:vampire","0.35","0.5","vampiresdelight:unholy_spirits|vampirism:ignore_vampire_sword_finisher","3"
"vampirism:hunter","vampirism","hunter","entity.vampirism.hunter","net.minecraft.world.entity.EntityType","vampirism:hunter","0.6","1.95","minecraft:powder_snow_walkable_mobs|vampiresdelight:drops_human_eye|vampiricageing:common_devour|vampiricageing:petty_hunt_vampire|vampiricageing:petty_hunt_werewolf|vampirism:hunter","19"
"vampirism:hunter_imob","vampirism","hunter_imob","entity.vampirism.hunter_imob","net.minecraft.world.entity.EntityType","vampirism:hunter","0.6","1.95","minecraft:powder_snow_walkable_mobs|vampiresdelight:drops_human_eye|vampiricageing:common_devour|vampiricageing:petty_hunt_vampire|vampiricageing:petty_hunt_werewolf|vampirism:hunter","4"
"vampirism:hunter_minion","vampirism","hunter_minion","entity.vampirism.hunter_minion","net.minecraft.world.entity.EntityType","creature","0.6","1.95","","0"
"vampirism:hunter_trainer","vampirism","hunter_trainer","entity.vampirism.hunter_trainer","net.minecraft.world.entity.EntityType","vampirism:hunter","0.6","1.95","minecraft:powder_snow_walkable_mobs|vampiresdelight:drops_human_eye|vampirism:hunter","1"
"vampirism:hunter_trainer_dummy","vampirism","hunter_trainer_dummy","entity.vampirism.hunter_trainer_dummy","net.minecraft.world.entity.EntityType","misc","0.6","1.95","minecraft:powder_snow_walkable_mobs|vampiresdelight:drops_human_eye|vampirism:hunter","1"
"vampirism:particle_cloud","vampirism","particle_cloud","entity.vampirism.particle_cloud","net.minecraft.world.entity.EntityType","misc","6.0","0.5","","0"
"vampirism:remains_defender","vampirism","remains_defender","entity.vampirism.remains_defender","net.minecraft.world.entity.EntityType","misc","0.3","0.3","","0"
"vampirism:soul_orb","vampirism","soul_orb","entity.vampirism.soul_orb","net.minecraft.world.entity.EntityType","misc","0.25","0.25","","0"
"vampirism:task_master_hunter","vampirism","task_master_hunter","entity.vampirism.task_master_hunter","net.minecraft.world.entity.EntityType","vampirism:hunter","0.6","1.95","minecraft:powder_snow_walkable_mobs|vampiresdelight:drops_human_eye|vampirism:hunter","1"
"vampirism:task_master_vampire","vampirism","task_master_vampire","entity.vampirism.task_master_vampire","net.minecraft.world.entity.EntityType","vampirism:vampire","0.6","1.95","vampirism:vampire","1"
"vampirism:throwable_item","vampirism","throwable_item","entity.vampirism.throwable_item","net.minecraft.world.entity.EntityType","misc","0.25","0.25","","0"
"vampirism:vampire","vampirism","vampire","entity.vampirism.vampire","net.minecraft.world.entity.EntityType","vampirism:vampire","0.6","1.95","vampiricageing:common_devour|vampiricageing:petty_hunt|vampiricageing:petty_hunt_vampire|vampiricageing:petty_hunt_werewolf|vampirism:vampire","34"
"vampirism:vampire_baron","vampirism","vampire_baron","entity.vampirism.vampire_baron","net.minecraft.world.entity.EntityType","vampirism:vampire","0.6","1.95","vampiricageing:exquisite_devour|vampiricageing:graeter_hunt_vampire|vampiricageing:greater_hunt|vampiricageing:greater_hunt_werewolf|vampirism:vampire","7"
"vampirism:vampire_imob","vampirism","vampire_imob","entity.vampirism.vampire_imob","net.minecraft.world.entity.EntityType","vampirism:vampire","0.6","1.95","vampiricageing:common_devour|vampiricageing:petty_hunt|vampiricageing:petty_hunt_vampire|vampiricageing:petty_hunt_werewolf|vampirism:vampire","5"
"vampirism:vampire_minion","vampirism","vampire_minion","entity.vampirism.vampire_minion","net.minecraft.world.entity.EntityType","creature","0.6","1.95","","0"
"vampirism:villager_angry","vampirism","villager_angry","entity.vampirism.villager_angry","net.minecraft.world.entity.EntityType","creature","0.6","1.95","","0"
"vampirism:villager_converted","vampirism","villager_converted","entity.vampirism.villager_converted","net.minecraft.world.entity.EntityType","vampirism:vampire","0.6","1.95","vampirism:converted_creatures|vampirism:vampire","1"
"vampirism:vulnerable_remains_dummy","vampirism","vulnerable_remains_dummy","entity.vampirism.vulnerable_remains_dummy","net.minecraft.world.entity.EntityType","misc","1.02","1.02","vampirism:ignore_vampire_sword_finisher","1"
"vampirism__boss_checklist_compat:mother","vampirism__boss_checklist_compat","mother","entity.vampirism__boss_checklist_compat.mother","net.minecraft.world.entity.EntityType","monster","0.6","1.8","","0"
"vampirism_integrations:female_villager_mca_angry","vampirism_integrations","female_villager_mca_angry","entity.vampirism_integrations.female_villager_mca_angry","net.minecraft.world.entity.EntityType","creature","0.6","2.0","","0"
"vampirism_integrations:female_villager_mca_converted","vampirism_integrations","female_villager_mca_converted","entity.vampirism_integrations.female_villager_mca_converted","net.minecraft.world.entity.EntityType","creature","0.6","2.0","","0"
"vampirism_integrations:male_villager_mca_angry","vampirism_integrations","male_villager_mca_angry","entity.vampirism_integrations.male_villager_mca_angry","net.minecraft.world.entity.EntityType","creature","0.6","2.0","","0"
"vampirism_integrations:male_villager_mca_converted","vampirism_integrations","male_villager_mca_converted","entity.vampirism_integrations.male_villager_mca_converted","net.minecraft.world.entity.EntityType","creature","0.6","2.0","","0"
"werewolves:alpha_werewolf","werewolves","alpha_werewolf","entity.werewolves.alpha_werewolf","net.minecraft.world.entity.EntityType","werewolves:werewolf","0.8","2.0","vampiricageing:common_devour|vampiricageing:exquisite_devour|vampiricageing:greater_hunt|werewolves:werewolf","6"
"werewolves:human_werewolf","werewolves","human_werewolf","entity.werewolves.human_werewolf","net.minecraft.world.entity.EntityType","creature","0.6","1.9","werewolves:werewolf","1"
"werewolves:task_master_werewolf","werewolves","task_master_werewolf","entity.werewolves.task_master_werewolf","net.minecraft.world.entity.EntityType","werewolves:werewolf","0.6","1.95","werewolves:werewolf","1"
"werewolves:werewolf_beast","werewolves","werewolf_beast","entity.werewolves.werewolf_beast","net.minecraft.world.entity.EntityType","werewolves:werewolf","0.8","2.0","vampiricageing:common_hunt|werewolves:werewolf","3"
"werewolves:werewolf_minion","werewolves","werewolf_minion","entity.werewolves.werewolf_minion","net.minecraft.world.entity.EntityType","creature","0.6","1.95","werewolves:werewolf","1"
"werewolves:werewolf_survivalist","werewolves","werewolf_survivalist","entity.werewolves.werewolf_survivalist","net.minecraft.world.entity.EntityType","werewolves:werewolf","0.8","1.0","minecraft:powder_snow_walkable_mobs|vampiricageing:common_devour|vampiricageing:petty_hunt|werewolves:werewolf","4"
"werewolves:wolf","werewolves","wolf","entity.werewolves.wolf","net.minecraft.world.entity.EntityType","ambient","0.6","0.85","","0"
